experiment,domain,model,template,instance,num_landmarks,used_landmarks,used_ratio
many-models,blocksworld,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/blocksworld/13-blocks/p14.log,22,20,0.91
many-models,blocksworld,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/blocksworld/13-blocks/p15.log,22,22,1.00
many-models,blocksworld,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/blocksworld/13-blocks/p16.log,14,14,1.00
many-models,blocksworld,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/blocksworld/16-blocks/p20.log,24,24,1.00
many-models,blocksworld,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/blocksworld/16-blocks/p19.log,27,27,1.00
many-models,blocksworld,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/blocksworld/16-blocks/p18.log,29,29,1.00
many-models,blocksworld,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/blocksworld/16-blocks/p17.log,25,25,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/9-packages/p13.log,26,0,0.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/9-packages/p14.log,28,28,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/9-packages/p15.log,30,30,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/9-packages/p16.log,30,30,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/17-packages/p32.log,52,52,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/17-packages/p29.log,68,68,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/17-packages/p30.log,66,0,0.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/17-packages/p31.log,64,64,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/31-packages/p60.log,114,114,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/31-packages/p57.log,122,46,0.38
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/31-packages/p59.log,116,87,0.75
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/31-packages/p58.log,116,114,0.98
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/5-packages/p05.log,8,8,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/5-packages/p06.log,16,0,0.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/5-packages/p08.log,10,10,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/5-packages/p07.log,16,16,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/21-packages/p38.log,72,53,0.74
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/21-packages/p37.log,82,82,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/21-packages/p39.log,72,72,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/21-packages/p40.log,76,76,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/27-packages/p52.log,70,68,0.97
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/27-packages/p49.log,112,112,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/27-packages/p50.log,100,96,0.96
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/27-packages/p51.log,106,87,0.82
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/7-packages/p11.log,34,34,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/7-packages/p09.log,26,26,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/7-packages/p10.log,26,26,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/7-packages/p12.log,28,28,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/29-packages/p54.log,112,112,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/29-packages/p56.log,88,88,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/29-packages/p53.log,98,98,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/29-packages/p55.log,112,92,0.82
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/23-packages/p41.log,98,0,0.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/23-packages/p42.log,74,0,0.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/23-packages/p44.log,78,77,0.99
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/23-packages/p43.log,82,82,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/15-packages/p28.log,42,42,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/15-packages/p27.log,44,44,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/15-packages/p25.log,68,67,0.99
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/15-packages/p26.log,54,12,0.22
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/13-packages/p22.log,30,30,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/13-packages/p24.log,50,49,0.98
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/13-packages/p23.log,54,54,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/13-packages/p21.log,38,38,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/11-packages/p20.log,38,38,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/11-packages/p19.log,38,37,0.97
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/11-packages/p18.log,28,28,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/11-packages/p17.log,44,0,0.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/19-packages/p35.log,72,72,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/19-packages/p34.log,72,64,0.89
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/19-packages/p33.log,74,0,0.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/19-packages/p36.log,68,0,0.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/3-packages/p04.log,12,12,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/3-packages/p03.log,4,4,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/3-packages/p01.log,6,6,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/3-packages/p02.log,10,10,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/25-packages/p47.log,100,100,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/25-packages/p45.log,90,0,0.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/25-packages/p46.log,98,98,1.00
many-models,logistics,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/logistics/25-packages/p48.log,92,0,0.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/20-passenger/p20.log,40,40,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/20-passenger/p19.log,40,0,0.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/20-passenger/p18.log,40,40,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/20-passenger/p17.log,40,40,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/4-passenger/p04.log,8,8,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/4-passenger/p03.log,8,0,0.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/4-passenger/p01.log,8,8,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/4-passenger/p02.log,8,8,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/12-passenger/p11.log,24,24,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/12-passenger/p09.log,24,24,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/12-passenger/p10.log,24,24,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/12-passenger/p12.log,24,24,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/32-passenger/p32.log,64,64,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/32-passenger/p29.log,64,64,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/32-passenger/p30.log,64,64,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/32-passenger/p31.log,64,64,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/16-passenger/p13.log,32,0,0.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/16-passenger/p14.log,32,32,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/16-passenger/p15.log,32,0,0.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/16-passenger/p16.log,32,32,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/24-passenger/p22.log,48,48,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/24-passenger/p24.log,48,48,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/24-passenger/p23.log,48,48,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/24-passenger/p21.log,48,48,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/28-passenger/p28.log,56,56,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/28-passenger/p27.log,56,56,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/28-passenger/p25.log,56,55,0.98
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/28-passenger/p26.log,56,56,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/8-passenger/p05.log,16,16,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/8-passenger/p06.log,16,16,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/8-passenger/p08.log,16,16,1.00
many-models,miconic,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/miconic/8-passenger/p07.log,16,16,1.00
many-models,minigrid,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/minigrid/2-shape/p05.log,10,10,1.00
many-models,minigrid,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/minigrid/2-shape/p06.log,7,7,1.00
many-models,minigrid,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/minigrid/2-shape/p08.log,9,9,1.00
many-models,minigrid,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/minigrid/2-shape/p07.log,7,7,1.00
many-models,minigrid,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/minigrid/1-shape/p04.log,9,9,1.00
many-models,minigrid,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/minigrid/1-shape/p03.log,7,7,1.00
many-models,minigrid,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/minigrid/1-shape/p01.log,7,7,1.00
many-models,minigrid,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/minigrid/1-shape/p02.log,7,7,1.00
many-models,minigrid,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/minigrid/4-shape/p13.log,9,9,1.00
many-models,minigrid,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/minigrid/4-shape/p14.log,7,7,1.00
many-models,minigrid,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/minigrid/4-shape/p15.log,7,7,1.00
many-models,minigrid,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/minigrid/4-shape/p16.log,8,8,1.00
many-models,minigrid,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/minigrid/3-shape/p11.log,7,7,1.00
many-models,minigrid,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/minigrid/3-shape/p09.log,9,9,1.00
many-models,minigrid,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/minigrid/3-shape/p10.log,7,7,1.00
many-models,minigrid,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/minigrid/3-shape/p12.log,9,6,0.67
many-models,minigrid,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/minigrid/5-shape/p20.log,8,8,1.00
many-models,minigrid,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/minigrid/5-shape/p19.log,6,6,1.00
many-models,minigrid,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/minigrid/5-shape/p18.log,7,7,1.00
many-models,minigrid,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/minigrid/5-shape/p17.log,6,6,1.00
many-models,spanner,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/spanner/16-spanners/p13.log,18,18,1.00
many-models,spanner,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/spanner/16-spanners/p14.log,18,0,0.00
many-models,spanner,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/spanner/16-spanners/p15.log,18,18,1.00
many-models,spanner,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/spanner/16-spanners/p16.log,18,0,0.00
many-models,spanner,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/spanner/20-spanners/p20.log,22,22,1.00
many-models,spanner,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/spanner/20-spanners/p19.log,22,22,1.00
many-models,spanner,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/spanner/20-spanners/p18.log,22,22,1.00
many-models,spanner,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/spanner/20-spanners/p17.log,22,22,1.00
many-models,spanner,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/spanner/12-spanners/p11.log,14,14,1.00
many-models,spanner,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/spanner/12-spanners/p09.log,14,14,1.00
many-models,spanner,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/spanner/12-spanners/p10.log,14,14,1.00
many-models,spanner,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/spanner/12-spanners/p12.log,14,14,1.00
many-models,spanner,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/spanner/4-spanners/p04.log,6,6,1.00
many-models,spanner,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/spanner/4-spanners/p03.log,6,6,1.00
many-models,spanner,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/spanner/4-spanners/p01.log,6,6,1.00
many-models,spanner,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/spanner/4-spanners/p02.log,6,6,1.00
many-models,spanner,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/spanner/8-spanners/p05.log,10,10,1.00
many-models,spanner,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/spanner/8-spanners/p06.log,10,10,1.00
many-models,spanner,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/spanner/8-spanners/p08.log,10,10,1.00
many-models,spanner,gemini-thinking,pddl,data/experiments/many-models/gemini-thinking/pddl/spanner/8-spanners/p07.log,10,10,1.00
many-models,blocksworld,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/blocksworld/10-blocks/p11.log,15,15,1.00
many-models,blocksworld,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/blocksworld/10-blocks/p09.log,14,12,0.86
many-models,blocksworld,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/blocksworld/10-blocks/p10.log,16,16,1.00
many-models,blocksworld,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/blocksworld/10-blocks/p12.log,14,13,0.93
many-models,blocksworld,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/blocksworld/7-blocks/p05.log,8,7,0.88
many-models,blocksworld,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/blocksworld/7-blocks/p06.log,13,12,0.92
many-models,blocksworld,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/blocksworld/7-blocks/p08.log,10,5,0.50
many-models,blocksworld,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/blocksworld/7-blocks/p07.log,10,10,1.00
many-models,blocksworld,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/blocksworld/4-blocks/p04.log,7,6,0.86
many-models,blocksworld,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/blocksworld/4-blocks/p03.log,3,3,1.00
many-models,blocksworld,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/blocksworld/4-blocks/p01.log,6,5,0.83
many-models,blocksworld,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/blocksworld/4-blocks/p02.log,5,5,1.00
many-models,blocksworld,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/blocksworld/13-blocks/p13.log,19,19,1.00
many-models,blocksworld,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/blocksworld/13-blocks/p14.log,22,14,0.64
many-models,blocksworld,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/blocksworld/13-blocks/p15.log,22,20,0.91
many-models,blocksworld,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/blocksworld/13-blocks/p16.log,14,12,0.86
many-models,blocksworld,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/blocksworld/16-blocks/p20.log,24,21,0.88
many-models,blocksworld,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/blocksworld/16-blocks/p19.log,27,24,0.89
many-models,blocksworld,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/blocksworld/16-blocks/p18.log,29,0,0.00
many-models,blocksworld,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/blocksworld/16-blocks/p17.log,25,25,1.00
many-models,logistics,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/logistics/9-packages/p13.log,26,0,0.00
many-models,logistics,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/logistics/9-packages/p14.log,28,15,0.54
many-models,logistics,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/logistics/9-packages/p15.log,30,16,0.53
many-models,logistics,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/logistics/9-packages/p16.log,30,19,0.63
many-models,logistics,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/logistics/5-packages/p05.log,8,0,0.00
many-models,logistics,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/logistics/5-packages/p06.log,16,0,0.00
many-models,logistics,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/logistics/5-packages/p08.log,10,6,0.60
many-models,logistics,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/logistics/5-packages/p07.log,16,6,0.38
many-models,logistics,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/logistics/7-packages/p11.log,34,0,0.00
many-models,logistics,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/logistics/7-packages/p09.log,26,0,0.00
many-models,logistics,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/logistics/7-packages/p10.log,26,0,0.00
many-models,logistics,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/logistics/7-packages/p12.log,28,22,0.79
many-models,logistics,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/logistics/11-packages/p20.log,38,19,0.50
many-models,logistics,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/logistics/11-packages/p19.log,38,11,0.29
many-models,logistics,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/logistics/11-packages/p18.log,28,15,0.54
many-models,logistics,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/logistics/11-packages/p17.log,44,23,0.52
many-models,logistics,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/logistics/3-packages/p04.log,12,0,0.00
many-models,logistics,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/logistics/3-packages/p03.log,4,0,0.00
many-models,logistics,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/logistics/3-packages/p01.log,6,5,0.83
many-models,logistics,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/logistics/3-packages/p02.log,10,2,0.20
many-models,miconic,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/miconic/20-passenger/p20.log,40,34,0.85
many-models,miconic,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/miconic/20-passenger/p19.log,40,0,0.00
many-models,miconic,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/miconic/20-passenger/p18.log,40,26,0.65
many-models,miconic,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/miconic/20-passenger/p17.log,40,24,0.60
many-models,miconic,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/miconic/4-passenger/p04.log,8,6,0.75
many-models,miconic,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/miconic/4-passenger/p03.log,8,5,0.62
many-models,miconic,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/miconic/4-passenger/p01.log,8,8,1.00
many-models,miconic,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/miconic/4-passenger/p02.log,8,5,0.62
many-models,miconic,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/miconic/12-passenger/p11.log,24,15,0.62
many-models,miconic,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/miconic/12-passenger/p09.log,24,18,0.75
many-models,miconic,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/miconic/12-passenger/p10.log,24,23,0.96
many-models,miconic,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/miconic/12-passenger/p12.log,24,22,0.92
many-models,miconic,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/miconic/16-passenger/p13.log,32,13,0.41
many-models,miconic,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/miconic/16-passenger/p14.log,32,32,1.00
many-models,miconic,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/miconic/16-passenger/p15.log,32,26,0.81
many-models,miconic,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/miconic/16-passenger/p16.log,32,17,0.53
many-models,miconic,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/miconic/8-passenger/p05.log,16,0,0.00
many-models,miconic,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/miconic/8-passenger/p06.log,16,0,0.00
many-models,miconic,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/miconic/8-passenger/p08.log,16,15,0.94
many-models,miconic,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/miconic/8-passenger/p07.log,16,12,0.75
many-models,spanner,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/spanner/16-spanners/p13.log,18,18,1.00
many-models,spanner,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/spanner/16-spanners/p14.log,18,18,1.00
many-models,spanner,gemini-2.5-flash-lite,landmark,data/experiments/many-models/gemini-2.5-flash-lite/landmark/spanner/16-spanners/p15.log,18,15,0.83
